Name, Hubble Distance (Mly), RA, DEC, Velocity CMB (km/s), Redshift (Helio)
LEDA 2461061, 1510.0413219132083, 11h20m21.230s, +54d08m38.00s, 31390.09647747383, 0.104109
LEDA 2482172, 2046.95771352121, 11h20m22.245s, +54d50m38.26s, 42551.28596834062, 0.141352
LEDA 2472365, 840.3499269613811, 11h20m27.157s, +54d31m48.19s, 17468.83671284857, 0.05768
LEDA 2469444, 1002.4624560344466, 11h20m27.789s, +54d25m54.08s, 20838.762988351704, 0.068919
LEDA 2516219, 997.949815399692, 11h20m29.755s, +55d50m30.14s, 20744.956134964646, 0.068633
LEDA 2450118, 1492.3916006702614, 11h20m30.433s, +53d45m46.49s, 31023.20158223038, 0.102878
LEDA 2451251, 1456.1965583576439, 11h20m33.903s, +53d48m10.46s, 30270.79444362321, 0.100369
LEDA 2537208, 1231.7722750634284, 11h20m46.942s, +56d27m06.22s, 25605.557935017092, 0.084858
LEDA 2464331, 2044.1316161327306, 11h20m47.923s, +54d15m34.61s, 42492.538258333116, 0.141145
LEDA 2491729, 1993.689423005454, 11h20m55.319s, +55d08m07.56s, 41443.9674107523, 0.137664
LEDA 2513000, 729.1113443891418, 11h20m55.590s, +55d44m48.70s, 15156.45639034457, 0.04999
LEDA 2470362, 1043.338740973236, 11h21m02.558s, +54d27m43.19s, 21688.48180680339, 0.071754
LEDA 2494002, 3416.459219079968, 11h21m18.553s, +55d12m05.13s, 71019.9005431184, 0.23632
LEDA 2492924, 1502.28804633417, 11h21m19.709s, +55d10m13.13s, 31228.924683754904, 0.103591
LEDA 2501545, 2051.022237151366, 11h21m21.18s, +55d25m23.5s, 42635.777556109824, 0.141645
LEDA 2485842, 475.966860254102, 11h21m27.430s, +54d57m33.40s, 9894.196567102486, 0.032422
LEDA 2519649, 743.3072338699196, 11h21m27.831s, +55d56m02.59s, 15451.554500521179, 0.050978
LEDA 2525835, 688.9319448852817, 11h21m32.453s, +56d06m32.86s, 14321.224129789502, 0.047211
LEDA 2513430, 855.0515408540629, 11h21m33.205s, +55d45m34.76s, 17774.447606914142, 0.058723
LEDA 2480108, 1370.7961691305418, 11h21m39.261s, +54d46m52.76s, 28495.527490228786, 0.094466
LEDA 2483992, 1077.1515106151712, 11h21m42.148s, +54d54m04.32s, 22391.36727478924, 0.074107
LEDA 2489852, 1069.1415352431013, 11h21m46.389s, +55d04m47.13s, 22224.859314998514, 0.073555
LEDA 34750, 730.5930810385695, 11h21m46.430s, +55d45m17.38s, 15187.25810133405, 0.050093
LEDA 2536359, 1135.0949169507735, 11h21m55.289s, +56d25m25.48s, 23595.870150779127, 0.078154
LEDA 2485213, 1084.1639863699816, 11h21m55.280s, +54d56m21.80s, 22537.139636972388, 0.074594
LEDA 2487604, 1069.8090832865983, 11h21m56.175s, +55d00m39.86s, 22238.73601968509, 0.0736
LEDA 2493689, 2017.4822229124381, 11h21m56.451s, +55d11m31.75s, 41938.562011384296, 0.139315
LEDA 34769, 1004.5220654467016, 11h22m03.669s, +55d44m32.05s, 20881.577272450028, 0.069087
LEDA 2534947, 901.388011041489, 11h22m07.471s, +56d22m53.17s, 18737.67043300611, 0.061948
LEDA 2485962, 1059.0342637450058, 11h22m12.548s, +54d57m47.51s, 22014.753655739296, 0.072852
LEDA 2497601, 1062.4432569023425, 11h22m17.660s, +55d18m34.90s, 22085.6183549677, 0.073095
LEDA 2509412, 1543.574665012997, 11h22m17.917s, +55d38m39.62s, 32087.173345397514, 0.106463
LEDA 2522873, 990.5688063963479, 11h22m28.451s, +56d01m35.95s, 20591.52286042185, 0.068125
LEDA 2520918, 849.9144591041585, 11h22m36.737s, +55d58m16.93s, 17667.66013732499, 0.058371
LEDA 2510566, 2014.0586207756487, 11h22m46.533s, +55d40m38.10s, 41867.39362690714, 0.139087
LEDA 2520575, 824.1015437476548, 11h22m50.446s, +55d57m45.58s, 17131.072236287346, 0.056581
LEDA 3086980, 980.2095775928467, 11h22m58.847s, +56d11m41.62s, 20376.17961990567, 0.06741
LEDA 2522934, 817.2183097715467, 11h23m02.536s, +56d01m40.44s, 16987.9864972075, 0.056105
LEDA 3086981, 965.2282681137978, 11h23m05.625s, +56d11m01.63s, 20064.754533001145, 0.066371
LEDA 2522101, 831.6175538050867, 11h23m06.301s, +56d00m15.99s, 17287.31185529958, 0.057103
LEDA 2522591, 863.2551679662935, 11h23m06.314s, +56d01m03.08s, 17944.98111668053, 0.059297
LEDA 2529043, 971.5541085473054, 11h23m11.343s, +56d12m07.67s, 20196.253412288323, 0.06681
LEDA 2528585, 971.8175268122609, 11h23m14.653s, +56d11m16.55s, 20201.729239095763, 0.066828
LEDA 2521586, 1372.4061012683194, 11h23m33.808s, +55d59m22.94s, 28528.994074482915, 0.094601
LEDA 2525290, 772.2176908871834, 11h23m35.025s, +56d05m35.96s, 16052.53277959898, 0.052986
LEDA 2526645, 1061.232375097162, 11h23m38.550s, +56d07m55.60s, 22060.44705923172, 0.073027
LEDA 2530229, 991.7189407026085, 11h23m53.172s, +56d14m12.69s, 20615.43136299834, 0.068209
LEDA 2815960, 770.521179395836, 11h23m57.810s, +56d10m31.18s, 16017.266420582348, 0.05287
LEDA 2533412, 961.6365083222126, 11h24m22.350s, +56d19m55.80s, 19990.09055874717, 0.066125
LEDA 2435433, 1313.5453017174614, 13h56m37.923s, +53d14m12.87s, 27305.42081868503, 0.090648
LEDA 2436708, 1802.5242501967775, 13h56m54.705s, +53d16m58.11s, 37470.1071391708, 0.124555
LEDA 49614, 1010.9516528359092, 13h56m56.740s, +53d51m58.90s, 21015.23279930797, 0.069676
LEDA 2451068, 1012.6639346307531, 13h57m05.114s, +53d47m46.65s, 21050.826984683423, 0.069794
LEDA 49636, 22.573294472267914, 13h57m14.700s, +54d06m03.24s, 469.244040554569, 0.001146
LEDA 2816071, 375.62181421533325, 13h57m16.596s, +54d12m35.70s, 7808.266446857375, 0.025628
LEDA 2462689, 373.9462274072146, 13h57m25.170s, +54d12m08.37s, 7773.435061252255, 0.025512
LEDA 2468747, 1440.3013830954526, 13h57m26.764s, +54d24m28.30s, 29940.372303668537, 0.099456
LEDA 2469351, 1088.3133566440783, 13h57m41.605s, +54d25m42.04s, 22623.3949806736, 0.07505
LEDA 2438310, 1089.4210674333208, 13h57m41.591s, +53d20m27.07s, 22646.42160122952, 0.075111
LEDA 2480217, 2339.6903767391677, 13h57m54.958s, +54d47m03.35s, 48636.48801359147, 0.161826
LEDA 2478549, 907.588159314209, 13h58m11.442s, +54d43m56.26s, 18866.556477136834, 0.062524
LEDA 2483578, 1991.6136450229606, 13h58m26.808s, +54d53m15.86s, 41400.817021295596, 0.137693
LEDA 2459353, 1084.952134391106, 13h58m41.163s, +54d05m07.18s, 22553.523322678604, 0.074814
LEDA 2498061, 1766.1753346468151, 13h58m41.250s, +55d19m23.20s, 36714.501349178754, 0.122068
LEDA 2507497, 1562.928057892488, 13h58m48.306s, +55d35m20.93s, 32489.4834417093, 0.107979
LEDA 2506504, 598.002901794235, 13h58m54.284s, +55d33m42.48s, 12431.02987231316, 0.041071
LEDA 2492759, 1778.6041138177654, 13h58m55.904s, +55d09m56.43s, 36972.86552213995, 0.122928
LEDA 2454191, 1088.39948579045, 13h58m57.943s, +53d54m15.16s, 22625.185396720426, 0.075051
LEDA 2452936, 1601.4587227630502, 13h59m02.363s, +53d51m40.09s, 33290.442508243825, 0.110626
LEDA 2511324, 595.7905261607191, 13h59m05.740s, +55d41m57.93s, 12385.03994900928, 0.04092
LEDA 2492223, 1076.9677894511678, 13h59m14.032s, +55d08m58.77s, 22387.54815740528, 0.074277
LEDA 2491652, 427.28515878675495, 13h59m19.016s, +55d07m56.97s, 8882.222071059236, 0.029228
LEDA 2453053, 1183.922395270727, 13h59m27.065s, +53d51m53.42s, 24610.874994006324, 0.081675
LEDA 2484799, 1550.0821255825965, 13h59m30.520s, +54d55m35.60s, 32222.447666794415, 0.10708
LEDA 2449818, 1595.308360558557, 13h59m31.700s, +53d45m09.80s, 33162.591395715426, 0.110199
LEDA 2487632, 1766.2281403570078, 13h59m36.898s, +55d00m42.29s, 36715.59905181341, 0.122069
LEDA 2502281, 990.3342538995686, 13h59m39.488s, +55d26m36.25s, 20586.64708292087, 0.068275
LEDA 2497308, 2183.3388625157518, 13h59m47.871s, +55d18m02.44s, 45386.31926347151, 0.150996
LEDA 2509846, 594.104452329722, 13h59m51.519s, +55d39m24.19s, 12349.99056363479, 0.040804
LEDA 2503108, 603.8069860028303, 13h59m52.382s, +55d27m54.96s, 12551.682705204084, 0.041474
LEDA 49822, 108.49077685078261, 13h59m53.49s, +54d47m18.3s, 2255.2601063574657, 0.007119
LEDA 2472607, 1458.9763827317443, 13h59m56.856s, +54d32m17.78s, 30328.580249896968, 0.100758
LEDA 2480053, 1752.7656936376532, 14h00m02.077s, +54d46m46.31s, 36435.747437681435, 0.121133
LEDA 2491120, 1279.5118842125376, 14h00m15.613s, +55d06m59.00s, 26597.948616809015, 0.088323
LEDA 2470911, 1449.0554889787147, 14h00m18.560s, +54d28m49.16s, 30122.34893189846, 0.10007
LEDA 2479781, 2003.3507906116197, 14h00m18.848s, +54d46m16.49s, 41644.80380963816, 0.138509
LEDA 2816073, 189.05053986416078, 14h00m32.441s, +55d14m45.96s, 3929.902181707053, 0.012713
LEDA 2800846, 191.25434646305416, 14h00m34.494s, +55d15m15.18s, 3975.713975565322, 0.012866
LEDA 49874, 94.13921337608201, 14h00m42.039s, +55d09m52.11s, 1956.925911434465, 0.006131
LEDA 2498044, 991.0784813175953, 14h00m43.112s, +55d19m20.55s, 20602.117765818104, 0.068327
LEDA 2496936, 993.09917984294, 14h00m53.635s, +55d17m23.23s, 20644.123186955912, 0.068467
LEDA 2484987, 90.25531544806036, 14h01m01.954s, +54d55m55.22s, 1876.189093904999, 0.005859
LEDA 49919, 96.49895285262006, 14h01m16.037s, +54d25m07.39s, 2005.9791716037853, 0.006285
LEDA 2433606, 1206.61765064069, 14h01m27.060s, +53d10m15.10s, 25082.654305807824, 0.083243
LEDA 2505057, 2203.952153672471, 14h01m30.033s, +55d31m12.84s, 45814.819589083694, 0.152432
LEDA 2494552, 992.5615407744874, 14h02m01.865s, +55d13m00.21s, 20632.9469747663, 0.068431
LEDA 2485011, 1585.4493669354142, 14h02m11.650s, +54d55m56.50s, 32957.646831278515, 0.109538
LEDA 2497608, 606.6509676953957, 14h02m20.836s, +55d18m33.87s, 12610.802186515162, 0.041674
LEDA 2508194, 2278.7661826438034, 14h02m31.622s, +55d36m35.69s, 47370.0217899766, 0.157623
LEDA 2488024, 2351.7726577354288, 14h02m37.923s, +55d01m25.71s, 48887.649329932174, 0.162677
LEDA 2492263, 981.7689447739884, 14h02m39.824s, +55d09m03.10s, 20408.595081356634, 0.067683
LEDA 2491663, 993.4336859365468, 14h02m52.152s, +55d07m58.63s, 20651.076757297495, 0.068492
LEDA 2497907, 595.9156895220109, 14h02m57.348s, +55d19m05.09s, 12387.641791706816, 0.040931
LEDA 2489892, 968.6189857416123, 14h03m03.745s, +55d04m50.50s, 20135.239328298085, 0.066771
LEDA 50063, 17.408891144301606, 14h03m12.5441s, +54d20m56.220s, 361.8886216259955, 0.000804
LEDA 2492567, 991.9985506488839, 14h03m24.570s, +55d09m35.60s, 20621.243775587507, 0.068394
LEDA 2503863, 1143.1267720336696, 14h03m26.303s, +55d29m15.55s, 23762.832936688694, 0.078878
LEDA 2500638, 2013.305702759453, 14h03m31.289s, +55d23m56.60s, 41851.74228755302, 0.139215
LEDA 2508334, 595.5271949864913, 14h03m45.498s, +55d36m52.20s, 12379.565932606825, 0.04091
LEDA 2505453, 2067.697968214812, 14h03m46.518s, +55d31m56.14s, 42982.425557934555, 0.142989
LEDA 2507887, 599.115567643025, 14h03m56.691s, +55d36m01.77s, 12454.159496538578, 0.041159
LEDA 2485420, 985.9731940803956, 14h04m18.451s, +54d56m43.50s, 20495.991227030492, 0.067975
LEDA 214207, 985.683965775521, 14h04m24.286s, +54d56m05.95s, 20489.97887209538, 0.067955
LEDA 165629, 20.05677008571307, 14h04m29.017s, +54d23m48.89s, 416.93160238778586, 0.000991
LEDA 2480519, 1164.8387274821005, 14h04m37.221s, +54d47m36.48s, 24214.171828115424, 0.080376
LEDA 99782, 79.33940015743471, 14h04m42.993s, +55d26m06.73s, 1649.2736915645287, 0.005117
LEDA 50191, 102.92999469754874, 14h04m43.227s, +54d53m33.47s, 2139.6649330683877, 0.006745
LEDA 2469762, 1187.2411915013258, 14h04m55.304s, +54d26m28.61s, 24679.864717900487, 0.081925
LEDA 2468609, 1163.9433977490478, 14h04m55.632s, +54d24m10.69s, 24195.560094587454, 0.080309
LEDA 2448110, 18.398101602473094, 14h04m57.788s, +53d41m28.23s, 382.4519077214961, 0.000867
LEDA 50216, 18.502959527064775, 14h05m01.61s, +53d39m44.0s, 384.6316496408697, 0.000874
LEDA 2499013, 1283.9446863317564, 14h05m11.890s, +55d21m06.70s, 26690.0958211064, 0.088644
LEDA 2432176, 592.506375218469, 14h05m11.905s, +53d06m55.94s, 12316.77041662774, 0.040668
LEDA 2816075, 1206.5177685633907, 14h05m15.593s, +54d24m57.98s, 25080.577999684745, 0.083262
LEDA 2464645, 100.55758165833072, 14h05m21.994s, +54d16m11.66s, 2090.3482202706764, 0.006573
LEDA 2490330, 1270.4037372328157, 14h05m29.503s, +55d05m38.81s, 26408.61233291035, 0.087702
LEDA 50262, 20.86146716132456, 14h05m33.295s, +54d27m40.15s, 433.6593027970581, 0.00105
LEDA 2487904, 2766.2470749794634, 14h05m42.310s, +55d01m12.80s, 57503.56715677082, 0.191423
LEDA 2456753, 1509.4158890070055, 14h05m44.950s, +53d59m41.10s, 31377.095244341337, 0.10426
LEDA 50284, 596.5490723930697, 14h05m52.402s, +53d07m44.40s, 12400.808285326024, 0.04095
LEDA 2435590, 597.1305705885619, 14h05m54.481s, +53d14m35.53s, 12412.896222386484, 0.040992
LEDA 2487633, 102.28995744614198, 14h05m59.287s, +55d00m42.92s, 2126.360111021942, 0.006705
LEDA 2494871, 604.8133232747588, 14h06m00.600s, +55d13m30.70s, 12572.60201621651, 0.041553
LEDA 2435292, 1163.9272949104588, 14h06m08.727s, +53d13m58.64s, 24195.22535563062, 0.080294
LEDA 2494825, 98.13123536754551, 14h06m08.981s, +55d13m26.57s, 2039.91036598798, 0.00642
LEDA 2498195, 1300.9807100999035, 14h06m11.266s, +55d19m38.89s, 27044.233434371938, 0.089827
LEDA 2485992, 1132.6311171427494, 14h06m26.060s, +54d57m50.30s, 23544.653728716537, 0.078149
LEDA 50338, 103.18433703884122, 14h06m48.220s, +55d01m47.73s, 2144.9520934365305, 0.006769
LEDA 2505695, 1563.1189409020612, 14h06m49.807s, +55d32m20.17s, 32493.451436491603, 0.108008
LEDA 2489445, 3618.595759156848, 14h06m55.130s, +55d04m02.70s, 75221.82892915545, 0.250528
LEDA 2505033, 928.1577143130138, 14h07m01.640s, +55d31m10.70s, 19294.147634108034, 0.06398
LEDA 2496014, 2011.7131085651286, 14h07m03.918s, +55d15m38.65s, 41818.6361170901, 0.13911
LEDA 2468675, 1228.1103113413863, 14h07m05.280s, +54d24m19.40s, 25529.434591328543, 0.084763
LEDA 2428287, 630.9092989628971, 14h07m07.358s, +52d57m49.49s, 13115.074054986026, 0.043333
LEDA 50369, 97.1644523223444, 14h07m11.347s, +55d00m06.10s, 2019.8132914104456, 0.006352
LEDA 2480744, 88.73717494388627, 14h07m16.879s, +54d48m02.00s, 1844.6306350728873, 0.005765
LEDA 2455022, 1676.4114512755252, 14h07m19.295s, +53d55m57.99s, 34848.52793618135, 0.115842
LEDA 2504009, 604.4869925186223, 14h07m21.429s, +55d29m29.05s, 12565.818391311655, 0.041537
LEDA 2471644, 979.1044219583042, 14h07m22.257s, +54d30m23.93s, 20353.20611481843, 0.067499
LEDA 2456975, 1680.9384700189803, 14h07m22.536s, +54d00m08.82s, 34942.633675574194, 0.116157
LEDA 2457015, 1681.153672799419, 14h07m24.060s, +54d00m14.57s, 34947.10721940519, 0.116172
LEDA 50383, 71.33630988943972, 14h07m24.965s, +55d06m11.06s, 1482.9088563876978, 0.004563
LEDA 2457151, 1670.869028067468, 14h07m25.770s, +54d00m33.50s, 34733.314400832875, 0.115459
LEDA 2486514, 1119.2843247294957, 14h07m29.353s, +54d58m46.57s, 23267.206287088895, 0.077226
LEDA 2449271, 1205.1284990699937, 14h07m33.306s, +53d43m58.05s, 25051.69845659006, 0.083161
LEDA 2490942, 1915.8959328346202, 14h07m34.246s, +55d06m41.43s, 39826.829438204666, 0.132465
LEDA 50395, 116.99342255993714, 14h07m39.278s, +54d47m40.60s, 2432.0094874843226, 0.007725
LEDA 2495124, 1108.1658389376157, 14h07m39.539s, +55d13m59.17s, 23036.079935362075, 0.076459
LEDA 2502926, 1101.4845089895723, 14h07m40.981s, +55d27m38.56s, 22897.191291307492, 0.075999
LEDA 2503998, 1086.4482161566634, 14h07m46.220s, +55d29m27.70s, 22584.62323383834, 0.074957
LEDA 2439146, 1205.713135344154, 14h07m47.663s, +53d22m13.67s, 25063.851626694617, 0.083197
LEDA 2504467, 601.4101730017969, 14h07m54.758s, +55d30m13.87s, 12501.858776382342, 0.041325
LEDA 2452513, 597.1896714585256, 14h07m55.464s, +53d50m48.44s, 12414.124786123872, 0.041009
LEDA 2816079, 2493.998766770743, 14h07m59.071s, +53d47m59.74s, 51844.185167360614, 0.172533
LEDA 2495934, 1742.950420969203, 14h08m00.913s, +55d15m29.27s, 36231.71172584741, 0.120476
LEDA 2473181, 1467.2633753043579, 14h08m01.200s, +54d33m26.32s, 30500.846725381798, 0.10135
LEDA 2501263, 1099.6497305299363, 14h08m05.502s, +55d24m56.48s, 22859.05069738666, 0.075872
LEDA 50438, 604.5997855675287, 14h08m13.765s, +53d53m00.54s, 12568.163085218888, 0.041524
LEDA 2452243, 1126.8476081601468, 14h08m14.744s, +53d50m15.96s, 23424.428604868786, 0.077736
LEDA 50443, 612.484969679376, 14h08m21.559s, +55d18m05.33s, 12732.07693739078, 0.042091
LEDA 2481341, 592.5513309028656, 14h08m22.024s, +54d49m07.54s, 12317.70493626634, 0.040702
LEDA 2498513, 1743.571185975032, 14h08m24.807s, +55d20m11.76s, 36244.615924653124, 0.120521
LEDA 50546, 630.2096258451185, 14h09m52.937s, +54d55m35.63s, 13100.5295479245, 0.043318
LEDA 2476094, 1103.1389253810444, 14h08m27.828s, +54d39m21.55s, 22931.582595299373, 0.076104
LEDA 2457777, 594.7969395351679, 14h08m31.450s, +54d01m55.90s, 12364.385693008351, 0.040847
LEDA 2498643, 1269.62245657549, 14h08m38.477s, +55d20m28.76s, 26392.371403040717, 0.087658
LEDA 2503127, 1068.7885870504604, 14h08m39.363s, +55d27m57.97s, 22217.522378149322, 0.073734
LEDA 2456843, 1528.6615041849868, 14h08m42.695s, +53d59m54.36s, 31777.164903653542, 0.105601
LEDA 2473777, 1115.3904085686931, 14h08m44.212s, +54d34m38.30s, 23186.26121479913, 0.076953
LEDA 3087046, 1055.4029108002967, 14h08m54.090s, +55d26m26.73s, 21939.266635865057, 0.072806
LEDA 2480371, 622.0041328148228, 14h08m54.438s, +54d47m21.14s, 12929.95725024732, 0.042745
LEDA 2478101, 589.6700746548472, 14h08m55.583s, +54d43m04.83s, 12257.810607356829, 0.040502
LEDA 2504156, 1112.513901899026, 14h08m58.475s, +55d29m44.12s, 23126.465618103437, 0.076767
LEDA 2495021, 614.9461606923408, 14h08m59.750s, +55d13m47.40s, 12783.239128931718, 0.042262
LEDA 2501446, 96.22996423658344, 14h09m00.630s, +55d25m13.00s, 2000.3875507082496, 0.006297
LEDA 2484319, 1278.5240684382445, 14h09m01.679s, +54d54m42.06s, 26577.414322808545, 0.08827
LEDA 2473142, 1098.4542223868627, 14h09m02.206s, +54d33m22.27s, 22834.198982797065, 0.075779
LEDA 2483087, 605.6567988038264, 14h09m04.320s, +54d52m19.90s, 12590.135826616, 0.041613
LEDA 2496982, 1047.0773599154852, 14h09m05.322s, +55d17m30.43s, 21766.19862659281, 0.072227
LEDA 2466500, 1422.5211481286258, 14h09m12.101s, +54d20m00.40s, 29570.76434466666, 0.098247
LEDA 50507, 608.0604626123128, 14h09m19.794s, +55d16m56.50s, 12640.102167108063, 0.041786
LEDA 2471228, 1024.4161593576207, 14h09m21.311s, +54d29m30.99s, 21295.127231734896, 0.070645
LEDA 214217, 613.6246381241319, 14h09m31.841s, +55d15m53.22s, 12755.767880091536, 0.042172
LEDA 2495954, 619.9129452260298, 14h09m33.257s, +55d15m32.55s, 12886.48653245164, 0.042608
LEDA 2483979, 608.7325770468212, 14h09m41.132s, +54d54m03.41s, 12654.073795987988, 0.041828
LEDA 2502920, 1086.121460469368, 14h09m42.097s, +55d27m38.19s, 22577.83077564536, 0.074938
LEDA 2487761, 617.9635201121421, 14h09m49.776s, +55d00m57.98s, 12845.962712664365, 0.04247
LEDA 50460, 630.2096258451185, 14h09m52.937s, +54d55m35.63s, 13100.5295479245, 0.043318
LEDA 2816082, 1120.469698436981, 14h09m56.761s, +54d56m48.90s, 23291.847331343677, 0.077313
